CMIP6.CMIP.CSIRO-ARCCSS.ACCESS-CM2.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.CMIP.CSIRO.ACCESS-ESM1-5.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191115
CMIP6.CMIP.BCC.BCC-CSM2-MR.historical;none;r1i1p1f1;Lmon;tsl;gn;v20181114
CMIP6.CMIP.BCC.BCC-ESM1.historical;none;r1i1p1f1;Lmon;tsl;gn;v20181114
CMIP6.CMIP.CAMS.CAMS-CSM1-0.historical;none;r1i1p1f2;Lmon;tsl;gn;v20191106
CMIP6.CMIP.CCCma.CanESM5-CanOE.historical;none;r1i1p2f1;Lmon;tsl;gn;v20190429
CMIP6.CMIP.CCCma.CanESM5.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190429
CMIP6.CMIP.CAS.CAS-ESM2-0.historical;none;r1i1p1f1;Lmon;tsl;gn;v20200301
CMIP6.CMIP.NCAR.CESM2-FV2.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191120
CMIP6.CMIP.NCAR.CESM2.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190308
CMIP6.CMIP.NCAR.CESM2-WACCM-FV2.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191120
CMIP6.CMIP.NCAR.CESM2-WACCM.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190227
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.historical;none;r1i1p1f2;Lmon;tsl;gr;v20180917
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1-HR.historical;none;r1i1p1f2;Lmon;tsl;gr;v20191021
CMIP6.CMIP.CNRM-CERFACS.CNRM-ESM2-1.historical;none;r1i1p1f2;Lmon;tsl;gr;v20181206
CMIP6.CMIP.E3SM-Project.E3SM-1-0.historical;none;r1i1p1f1;Lmon;tsl;gr;v20190913
CMIP6.CMIP.E3SM-Project.E3SM-1-1-ECA.historical;none;r1i1p1f1;Lmon;tsl;gr;v20200128
CMIP6.CMIP.E3SM-Project.E3SM-1-1.historical;none;r1i1p1f1;Lmon;tsl;gr;v20200324
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3.historical;none;r1i1p1f1;Lmon;tsl;gr;v20200310
CMIP6.CMIP.CAS.FGOALS-f3-L.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190821
CMIP6.CMIP.CAS.FGOALS-g3.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190820
CMIP6.CMIP.NOAA-GFDL.GFDL-CM4.historical;none;r1i1p1f1;Lmon;tsl;gr1;v20180701
CMIP6.CMIP.NASA-GISS.GISS-E2-1-G.historical;none;r1i1p1f1;Lmon;tsl;gn;v20181015
CMIP6.CMIP.NASA-GISS.GISS-E2-1-H.historical;none;r10i1p1f1;Lmon;tsl;gn;v20190403
CMIP6.CMIP.MOHC.HadGEM3-GC31-LL.historical;none;r1i1p1f3;Lmon;tsl;gn;v20190624
CMIP6.CMIP.MOHC.HadGEM3-GC31-MM.historical;none;r1i1p1f3;Lmon;tsl;gn;v20191207
CMIP6.CMIP.IPSL.IPSL-CM5A2-INCA.historical;none;r1i1p1f1;Lmon;tsl;gr;v20200729
CMIP6.CMIP.IPSL.IPSL-CM6A-LR.historical;none;r1i1p1f1;Lmon;tsl;gr;v20210216
CMIP6.CMIP.NIMS-KMA.KACE-1-0-G.historical;none;r1i1p1f1;Lmon;tsl;gr;v20191002
CMIP6.CMIP.MIROC.MIROC6.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190311
CMIP6.CMIP.MIROC.MIROC-ES2L.historical;none;r1i1p1f2;Lmon;tsl;gn;v20190823
CMIP6.CMIP.HAMMOZ-Consortium.MPI-ESM-1-2-HAM.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190627
CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical;none;r10i1p1f1;Lmon;tsl;gn;v20190710
CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.historical;none;r10i1p1f1;Lmon;tsl;gn;v20190710
CMIP6.CMIP.MRI.MRI-ESM2-0.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190603
CMIP6.CMIP.NCC.NorESM2-LM.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190917
CMIP6.CMIP.NCC.NorESM2-MM.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.CMIP.AS-RCEC.TaiESM1.historical;none;r1i1p1f1;Lmon;tsl;gn;v20200624
CMIP6.CMIP.MOHC.UKESM1-0-LL.historical;none;r1i1p1f2;Lmon;tsl;gn;v20190406
CMIP6.ScenarioMIP.CSIRO-ARCCSS.ACCESS-CM2.ssp126;none;r2i1p1f1;Lmon;tsl;gn;v20200303
CMIP6.ScenarioMIP.CSIRO.ACCESS-ESM1-5.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20191115
CMIP6.ScenarioMIP.BCC.BCC-CSM2-MR.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20190314
CMIP6.ScenarioMIP.CAMS.CAMS-CSM1-0.ssp126;none;r2i1p1f1;Lmon;tsl;gn;v20190924
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20190815
CMIP6.ScenarioMIP.NCAR.CESM2.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20190730
CMIP6.ScenarioMIP.CNRM-CERFACS.CNRM-CM6-1-HR.ssp126;none;r1i1p1f2;Lmon;tsl;gr;v20200127
CMIP6.ScenarioMIP.CNRM-CERFACS.CNRM-CM6-1.ssp126;none;r1i1p1f2;Lmon;tsl;gr;v20190219
CMIP6.ScenarioMIP.CNRM-CERFACS.CNRM-ESM2-1.ssp126;none;r1i1p1f2;Lmon;tsl;gr;v20190328
CMIP6.ScenarioMIP.CCCma.CanESM5-CanOE.ssp126;none;r1i1p2f1;Lmon;tsl;gn;v20190429
CMIP6.ScenarioMIP.CCCma.CanESM5.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20190429
CMIP6.ScenarioMIP.EC-Earth-Consortium.EC-Earth3.ssp126;none;r1i1p1f1;Lmon;tsl;gr;v20200310
CMIP6.ScenarioMIP.CAS.FGOALS-g3.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20200422
CMIP6.ScenarioMIP.NOAA-GFDL.GFDL-ESM4.ssp126;none;r1i1p1f1;Lmon;tsl;gr1;v20180701
CMIP6.ScenarioMIP.NASA-GISS.GISS-E2-1-G.ssp126;none;r1i1p3f1;Lmon;tsl;gn;v20200115
CMIP6.ScenarioMIP.MOHC.HadGEM3-GC31-LL.ssp126;none;r1i1p1f3;Lmon;tsl;gn;v20200114
CMIP6.ScenarioMIP.IPSL.IPSL-CM6A-LR.ssp126;none;r1i1p1f1;Lmon;tsl;gr;v20190903
CMIP6.ScenarioMIP.NIMS-KMA.KACE-1-0-G.ssp126;none;r1i1p1f1;Lmon;tsl;gr;v20191011
CMIP6.ScenarioMIP.MIROC.MIROC-ES2L.ssp126;none;r1i1p1f2;Lmon;tsl;gn;v20190823
CMIP6.ScenarioMIP.MIROC.MIROC6.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20190627
CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20190710
CMIP6.ScenarioMIP.MPI-M.MPI-ESM1-2-LR.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20190710
CMIP6.ScenarioMIP.MRI.MRI-ESM2-0.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.ScenarioMIP.NCC.NorESM2-LM.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.ScenarioMIP.NCC.NorESM2-MM.ssp126;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.ScenarioMIP.MOHC.UKESM1-0-LL.ssp126;none;r1i1p1f2;Lmon;tsl;gn;v20190503
CMIP6.ScenarioMIP.CSIRO-ARCCSS.ACCESS-CM2.ssp245;none;r1i1p1f1;Lmon;tsl;gn;v20191108
